,Unnamed: 0,Unnamed: 0.1,Partition Ratio,SMILES,Rank,HighThreshold,MediumThreshold,LowThreshold,scaffold
88,88,88,4.864783890277089,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC(OC)=C5Cl)C=C4)=CC=C2,89,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
89,89,89,4.837686152183093,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC(Br)=CC(Br)=C5OC)C=C4)=CC=C2,90,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
90,90,90,4.817567840609207,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4c(F)ccc(C)c4Cl)=[N+]3[B-](F)(F)n3cccc32)cc1,91,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
91,91,91,4.817567840609207,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4ccc(C(C)C)cc4)=[N+]3[B-](F)(F)n3cccc32)cc1,92,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
92,92,92,4.801319064478721,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(F)C=C5)C=C4)=CC=C2,93,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
93,93,93,4.783587111295917,Cc1cc(/C=C/c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,94,1,0,0,[BH2-]1n2c(C=Cc3cc(OCc4ccccc4)cc(OCc4ccccc4)c3)ccc2C=C2C=CC=[N+]12
94,94,94,4.752855554228537,CC1=CC(/C=C/C2=CC=C(S2)Br)=[N+](C1=C(C3=CC=C(N)C=C3)c4cccn45)[B-]5(F)F,95,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccs3)=[N+]12
95,95,95,4.743158354004818,F[B-]1(F)[N+]2=C(/C=C/C3=CC=C(C(C)C)C=C3)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,96,1,0,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
96,96,96,4.725227687558854,CC1=CC(/C=C/C(C2=CC=CC=C2)C3=CC=CC=C3)=[N+]([B-](F)4F)C1=Cc5n4ccc5,97,1,0,0,[BH2-]1n2cccc2C=C2C=CC(C=CC(c3ccccc3)c3ccccc3)=[N+]12
97,97,97,4.706644706772506,F[B-]1(F)[N+]2=C(/C=C/C3=CC=C(B(O)O)C=C3)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,98,1,0,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
98,98,98,4.651299410888771,Cc1ccc2ccccc2c1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CCNC(=O)CCl,99,1,0,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
99,99,99,4.648653579964622,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CC=CC=N4)=O)C5=CC=CC=C51,100,1,0,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1ccccn1
100,100,100,4.645459419320288,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=C(C5=CC=CC=C5)ON=C4C)=O)C6=CC=CC=C61,101,1,0,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1cnoc1-c1ccccc1
101,101,101,4.642845915851232,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(Cl)C=C5)C=C4)=CC=C2,102,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
102,102,102,4.620179536121568,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(CCC5=CC=CC=C5)N=N4)=CC=C3C(C6=CC(C=CC=C7)=C7C=C6)=C2C=C\1,103,1,0,0,[N+]=c1ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(CCc5ccccc5)nn4)cc3oc-2c1
103,103,103,4.614473399987213,CCn1c2ccccc2c2cccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CC[NH3+])c21,104,1,0,0,[BH2-]1n2c(C=Cc3cccc4c3[nH]c3ccccc34)ccc2C=C2C=CC=[N+]12
104,104,104,4.604377658466324,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(CC4=CC=CC=N4)=O)C5=CC=CC=C51,105,1,0,0,O=C(Cc1ccccn1)NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21
105,105,105,4.570679875727124,F[B-]1(F)[N+]2=C(/C=C/C3=CC(OC)=CC=C3Br)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,106,1,0,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
106,106,106,4.563811430760381,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(C6=CC=C(C(OC)=O)C=C6)C=C5)C=C4)=CC=C2,107,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(-c4ccccc4)cc3)=[N+]12
107,107,107,4.552948771392251,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC([N+]([O-])=O)=CC=C5OC)C=C4)=CC=C2,108,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
108,108,108,4.552593542355308,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC(C)=C5)C=C4)=CC=C2,109,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
109,109,109,4.541783752237452,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CC=NC=N4)=O)C5=CC=CC=C51,110,1,0,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1ccncn1
110,110,110,4.541489064751807,COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc(Cl)c1OC,111,1,0,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
111,111,111,4.52943693620993,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=C(C)C=CC6=C5C=CC=C6)C=C4)=CC=C2,112,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc4ccccc34)=[N+]12
112,112,112,4.524431470235201,CC1(C)C(/C=C/C=C/C=C2N(CCCCNC(C)=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C4=CC=CC=C41,113,1,0,0,C(=CC=C1Cc2ccccc2N1)C=CC1=[NH+]c2ccccc2C1
113,113,113,4.487283598277649,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4ccc(-c5ccccn5)cc4)=[N+]3[B-](F)(F)n3cccc32)cc1,114,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(-c4ccccn4)cc3)=[N+]12
114,114,114,4.474333233753049,F[B-]1(F)[N+]2=C(/C=C/C3=CC(C=CC=C4)=C4S3)C=C(C)C2=CC5=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N15,115,1,0,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3cc4ccccc4s3)=[N+]12
115,115,115,4.449729636352639,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c2ccccc12,116,1,0,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
116,116,116,4.433299245561474,CC1(C)C(/C=C/C=C/C=C2N(CCCCNS(=O)(C3=CC=CC=C3C#N)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,117,1,0,0,O=S(=O)(NCCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)c1ccccc1
117,117,117,4.428361190022063,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OCC6=CC=CC=C6)C=C5)C=C4)=CC=C2,118,1,0,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(OCc4ccccc4)cc3)=[N+]12
118,118,118,4.415558931307148,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(CC4=CC=NC=C4)=O)C5=CC=CC=C51,119,1,0,0,O=C(Cc1ccncc1)NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21
119,119,119,4.381984708815744,Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,120,1,0,0,[BH2-]1n2c(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2C=C2C=CC=[N+]12
120,120,120,4.365053789963094,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CC=NC=C4)=O)C5=CC=CC=C51,121,0,1,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1ccncc1
121,121,121,4.364608558087369,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(C6=CC=CC=C6)C=C5)C=C4)=CC=C2,122,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(-c4ccccc4)cc3)=[N+]12
122,122,122,4.335843009331848,O=C(C)NC(C=C1)=CC=C1C(C2=CC=C(N3C=C(CCC4=CC=CC=C4)N=N3)N2[B-]5(F)F)=C6[N+]5=C(N7CCC(C=CC=C8)=C8C7)C=C6,123,0,1,0,[BH2-]1n2c(ccc2-n2cc(CCc3ccccc3)nn2)C(c2ccccc2)=C2C=CC(N3CCc4ccccc4C3)=[N+]12
123,123,123,4.324558355313,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1,124,0,1,0,[N+]=c1ccc2c(-c3ccccc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
124,124,124,4.320425894068386,CC1(C)C(/C=C/C=C/C=C2N(CCCCC(NC3=C(C)C=CC=C3)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,125,0,1,0,O=C(CCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)Nc1ccccc1
125,125,125,4.318476434537898,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC(OC)=C(O)C(OC)=C5)C=C4)=CC=C2,126,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
126,126,126,4.290968450061891,CSc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1,127,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
127,127,127,4.280563621039118,COC1=CC2=CC=C(/C=C/C3=CC=C(N(C)C)C=C3)[N+](C)=C2C=C1,128,0,1,0,C(=Cc1ccc2ccccc2[nH+]1)c1ccccc1
128,128,128,4.279709180188022,CCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1,129,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
129,129,129,4.265161597997751,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CSC=N4)=O)C5=CC=CC=C51,130,0,1,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1cscn1
130,130,130,4.264145612773953,Cc1cc(/C=C/c2ccc(C)c3ccccc23)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,131,0,1,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
131,131,131,4.252014449337699,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(CC4=CC=CN=C4)=O)C5=CC=CC=C51,132,0,1,0,O=C(Cc1cccnc1)NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21
132,132,132,4.247253710362489,F[B-]1(F)[N+]2=C(/C=C/C3=CC=CS3)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,133,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3cccs3)=[N+]12
133,133,133,4.245129822122535,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC(OC)=C5)C=C4)=CC=C2,134,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
134,134,134,4.194603237977256,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CN=C(C)C=N4)=O)C5=CC=CC=C51,135,0,1,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1cnccn1
135,135,135,4.182560898026691,CC1=CC(/C=C/C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)=[N+]4[B-](F)(F)N5C(C(C6=CC=C(NC(CCl)=O)C=C6)=C41)=CC=C5,136,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(Oc4ccccc4)cc3)=[N+]12
136,136,136,4.182524670023544,C=CCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1,137,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
137,137,137,4.162108545123211,F[B-]1(F)[N+]2=C(/C=C/C3=C(C)C=C(C)C=C3C)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,138,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
138,138,138,4.156542527,CN(Cc1ccccc1)C1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CCc5ccccc5)nn4)n3[B-]2(F)F)C=C1,139,0,1,0,[BH2-]1n2c(ccc2-n2cc(CCc3ccccc3)nn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
139,139,139,4.153612511848555,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1,140,0,1,0,[N+]=c1ccc2c(-c3ccccc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
140,140,140,4.13769465618646,COc1ccc(Br)cc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CCNC(=O)CCl,141,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
141,141,141,4.136745021891233,COc1ccc(Br)cc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CC[NH3+],142,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
142,142,142,4.136650417806804,CCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1,143,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
143,143,143,4.108901160214111,F[B-]1(F)[N+]2=C(/C=C/C3=CC(OCO4)=C4C=C3)C=C(C)C2=CC5=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N15,144,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccc4c(c3)OCO4)=[N+]12
144,144,144,4.104864681284544,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC(OC6=CC=C(OC)C=C6)=C5)C=C4)=CC=C2,145,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc(Oc4ccccc4)c3)=[N+]12
145,145,145,4.085195645922314,CC1=CC(/C=C/CC2=CC=C(B(O)O)C=C2)=[N+]([B-](F)3F)C1=Cc4n3ccc4,146,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=CCc3ccccc3)=[N+]12
146,146,146,4.052935033924753,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=C(C)C=CC=C5C)C=C4)=CC=C2,147,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
147,147,147,4.037327842369044,F[B-]1(F)[N+]2=C(/C=C/C3=C(C=CC=C4)C4=C(C)C5=C3C=CC=C5)C=C(C)C2=CC6=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N16,148,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3c4ccccc4cc4ccccc34)=[N+]12
148,148,148,4.031968784234734,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C[NH+](C)C)=O)C4=CC=CC=C41,149,0,1,0,C(=CC=C1Cc2ccccc2N1)C=CC1=[NH+]c2ccccc2C1
149,149,149,4.031231863650792,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4ccnc5ccccc45)=[N+]3[B-](F)(F)n3cccc32)cc1,150,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccnc4ccccc34)=[N+]12
150,150,150,4.031231863650792,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4ccc(C#N)cc4)=[N+]3[B-](F)(F)n3cccc32)cc1,151,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
151,151,151,4.023085362012802,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4c(C)ccc5ccccc45)=[N+]3[B-](F)(F)n3cccc32)cc1,152,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc4ccccc34)=[N+]12
152,152,152,4.009388161076227,Cc1cc(C)cc(C2c3ccc(N)cc3Sc3cc(N)ccc32)c1,153,0,1,0,c1ccc(C2c3ccccc3Sc3ccccc32)cc1
153,153,153,4.000461673406089,Cc1cc(/C=C/c2ccc(Oc3cccc(Cl)c3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,154,0,1,0,[BH2-]1n2c(C=Cc3ccc(Oc4ccccc4)cc3)ccc2C=C2C=CC=[N+]12
154,154,154,3.993352345974384,F[B-]1(F)[N+]2=C(/C=C/C3=CC=C(O)C(OC)=C3)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,155,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
155,155,155,3.992029050006622,CC1(C)C(/C=C/C=C/C=C2N(CCCCC(NCC3=CC=CC([N+]([O-])=O)=C3)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,156,0,1,0,O=C(CCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)NCc1ccccc1
156,156,156,3.971554068686376,CCCC(C)c1cn(-c2ccc3c(-c4cccc(CN5CCCCC5)c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1,157,0,1,0,[N+]=c1ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4ccnn4)cc3oc-2c1
157,157,157,3.954912274556243,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=C(Cl)C=C(OC)C(O)=C5Cl)C=C4)=CC=C2,158,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
158,158,158,3.894240988279173,Cc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1Cl,159,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
159,159,159,3.887798767890209,Cc1cc(/C=C/c2ccc(C)c3ccccc23)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F,160,0,1,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
160,160,160,3.87789025030671,CC1=CC(/C=C/C2=CC=C(OC3=CC=C(C=O)C=C3)C=C2)=[N+]4[B-](F)(F)N5C(C(C6=CC=C(NC(C)=O)C=C6)=C41)=CC=C5,161,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(Oc4ccccc4)cc3)=[N+]12
161,161,161,3.86911979530479,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1,162,0,1,0,c1ccc2c(c1)Sc1ccccc1C2c1ccc(CN2CCCCC2)cc1
162,162,162,3.857025526913095,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CC=CN=N4)=O)C5=CC=CC=C51,163,0,1,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1cccnn1
163,163,163,3.832692760145118,CC1(C)C(/C=C/C=C/C=C2N(CCCCC(NCC3=CC=C(OC)C=C3OC)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,164,0,1,0,O=C(CCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)NCc1ccccc1
164,164,164,3.819122613612373,Cc1cc(/C=C/c2ccccc2-c2ccccc2)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F,165,0,1,0,[BH2-]1n2c(C=Cc3ccccc3-c3ccccc3)ccc2C=C2C=CC=[N+]12
165,165,165,3.809729064019931,CC1(C)C(/C=C/C=C/C=C2N(CCCCNC(C3CCC(C)CC3)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,166,0,1,0,O=C(NCCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)C1CCCCC1
166,166,166,3.785235165386575,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1Cl,167,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
167,167,167,3.779288703642434,Cc1ccc(O)c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1,168,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
168,168,168,3.776934339403985,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1C,169,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
169,169,169,3.774427465849779,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC(OC6=CC=CC=C6)=C5)C=C4)=CC=C2,170,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc(Oc4ccccc4)c3)=[N+]12
170,170,170,3.754533941204428,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c2c(OC)cccc12,171,0,1,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
171,171,171,3.748933490017865,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC6=C5OCO6)C=C4)=CC=C2,172,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc4c3OCO4)=[N+]12
172,172,172,3.725336580960721,Cc1cc(/C=C/c2ccc(-c3cccs3)s2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,173,0,1,0,[BH2-]1n2c(C=Cc3ccc(-c4cccs4)s3)ccc2C=C2C=CC=[N+]12
173,173,173,3.711222418173671,Cc1cc(/C=C/c2ccc(Oc3ccccc3)cc2)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F,174,0,1,0,[BH2-]1n2c(C=Cc3ccc(Oc4ccccc4)cc3)ccc2C=C2C=CC=[N+]12
174,174,174,3.706587445275698,CCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1OC,175,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
175,175,175,3.703382218293837,CC1=CC(/C=C/C2=CC(OC)=C(OC)C(O)=C2)=[N+]3[B-](F)(F)N4C(C(C5=CC=C(NC(C)=O)C=C5)=C31)=CC=C4,176,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
176,176,176,3.699947603168651,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=CN=CC=N4)=O)C5=CC=CC=C51,177,0,1,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1cnccn1
177,177,177,3.684587300636025,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(NC(C)=O)cc4)c4cccn4[B-]3(F)F)C(C)=C2)cc1Br,178,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
