,Unnamed: 0,Unnamed: 0.1,Partition Ratio,SMILES,Rank,HighThreshold,MediumThreshold,LowThreshold,scaffold
178,178,178,3.678094780293079,F[B-]1(F)[N+]2=C(/C=C/C3=C(OCC(C=C)=C)C=CC=C3)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,179,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
179,179,179,3.667217199103719,Cc1cc(/C=C/c2ccc(OC(F)(F)F)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,180,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
180,180,180,3.65211821731222,CC1=CC(/C=C/C2=CC(O)=CC(O)=C2)=[N+]([B-](F)3F)C1=Cc4n3ccc4,181,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
181,181,181,3.646949599,Cc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CCCC5)nn4)n3[B-]2(F)F)C=C1,182,0,1,0,[BH2-]1n2c(ccc2-n2cc(C3CCCC3)nn2)C(c2ccccc2)=C2C=CC(Nc3ccccc3)=[N+]12
182,182,182,3.616021818747555,Cc1cc(/C=C/c2ccc(Oc3ccccc3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,183,0,1,0,[BH2-]1n2c(C=Cc3ccc(Oc4ccccc4)cc3)ccc2C=C2C=CC=[N+]12
183,183,183,3.591864107021734,F[B-]1(F)[N+]2=C(/C=C/C3=CC=C(N(C)CCO)C=C3)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,184,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccccc3)=[N+]12
184,184,184,3.582702853570185,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC(OC)=CC(OC)=C5)C=C4)=CC=C2,185,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
185,185,185,3.562938081228361,CC1(C)C(/C=C/C=C/C=C2N(CCCCC(NCC3=CC=CC=C3Cl)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,186,0,1,0,O=C(CCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)NCc1ccccc1
186,186,186,3.555659815027722,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(C5=CC=C(CC)C=C5)N=N4)=CC=C3C(C6=CC=C(OC7=CC=CC=C7)C=C6)=C2C=C\1,187,0,1,0,[N+]=c1ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(-c5ccccc5)nn4)cc3oc-2c1
187,187,187,3.553615933907107,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1,188,0,1,0,[N+]=c1ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
188,188,188,3.55185680738469,Cc1cc(/C=C/c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,189,0,1,0,[BH2-]1n2c(C=Cc3ccc(N4CCCCC4)cc3)ccc2C=C2C=CC=[N+]12
189,189,189,3.548112110379869,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(CCC5=CC=CC=C5)N=N4)=CC=C3C(C6=CC=C(C7=CC=CC=C7)C=C6)=C2C=C\1,190,0,1,0,[N+]=c1ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(CCc5ccccc5)nn4)cc3oc-2c1
190,190,190,3.529347941103648,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1,191,0,1,0,c1cc(CN2CCOCC2)cc(C2c3ccccc3Oc3ccccc32)c1
191,191,191,3.520328569774485,CC1=CC(/C=C/C2=CC=C(O2)C3=CC=CC(Cl)=C3)=[N+](C1=C(C4=CC=C(N)C=C4)c5cccn56)[B-]6(F)F,192,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(-c4ccccc4)o3)=[N+]12
192,192,192,3.519926545338069,Cc1cc(/C=C/c2ccc(-c3ccccc3)s2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,193,0,1,0,[BH2-]1n2c(C=Cc3ccc(-c4ccccc4)s3)ccc2C=C2C=CC=[N+]12
193,193,193,3.518627893026042,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(COC5=CC=CC=C5)N=N4)=CC=C3C(C6=CC=C(OC)C=C6)=C2C=C\1,194,0,1,0,[N+]=c1ccc2c(-c3ccccc3)c3ccc(-n4cc(COc5ccccc5)nn4)cc3oc-2c1
194,194,194,3.517006437826919,F[B-]1(F)[N+]2=C(/C=C/C3=CC=C(N4CCOCC4)C=C3)C=C(C)C2=CC5=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N15,195,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccc(N4CCOCC4)cc3)=[N+]12
195,195,195,3.508277838,Nc1ccc(C2=C3C=CC(NCc4cc(F)cc(F)c4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CO)nn2)cc1,196,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
196,196,196,3.507611643396079,CCOc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1OCC,197,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
197,197,197,3.489218936960555,O=C(C)NC(C=C1)=CC=C1C(C2=CC=C(N3C=C(C4CC4)N=N3)N2[B-]5(F)F)=C6[N+]5=C(N7CCC(C=CC=C8)=C8C7)C=C6,198,0,1,0,[BH2-]1n2c(ccc2-n2cc(C3CC3)nn2)C(c2ccccc2)=C2C=CC(N3CCc4ccccc4C3)=[N+]12
198,198,198,3.462540069942471,Cc1cc(/C=C/c2c[nH]c3ccccc23)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,199,0,1,0,[BH2-]1n2c(C=Cc3c[nH]c4ccccc34)ccc2C=C2C=CC=[N+]12
199,199,199,3.459353137298661,Cc1cc(/C=C/c2ccc3c(c2)-c2ccccc2C3)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,200,0,1,0,[BH2-]1n2c(C=Cc3ccc4c(c3)-c3ccccc3C4)ccc2C=C2C=CC=[N+]12
200,200,200,3.45489010680696,CC1=CC(C)(C)Nc2ccc3c(c21)Oc1cc(N)ccc1C3c1cc(C)cc(C)c1,201,0,1,0,C1=Cc2c(ccc3c2Oc2ccccc2C3c2ccccc2)NC1
201,201,201,3.448912243,Nc1ccc(C2=C3C=CC(N4CCc5ccccc5C4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(C3CC3)nn2)cc1,202,0,1,0,[BH2-]1n2c(ccc2-n2cc(C3CC3)nn2)C(c2ccccc2)=C2C=CC(N3CCc4ccccc4C3)=[N+]12
202,202,202,3.43929966323034,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OC6=CC=C(OC)C=C6)C=C5)C=C4)=CC=C2,203,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(Oc4ccccc4)cc3)=[N+]12
203,203,203,3.434480116224083,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(C)c1,204,0,1,0,c1ccc(C2c3ccccc3Oc3ccccc32)cc1
204,204,204,3.429983842251063,CN(C)c1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1,205,0,1,0,c1ccc(C2c3ccccc3Sc3ccccc32)cc1
205,205,205,3.427916167373319,Cc1cc(/C=C/c2ccc(C#N)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,206,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
206,206,206,3.425915867410834,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(C4=COC5=C4C(CCC5)=O)=O)C6=CC=CC=C61,207,0,1,0,O=C(NCCC[N+]1=C(C=CC=CC=C2Cc3ccccc3N2)Cc2ccccc21)c1coc2c1C(=O)CCC2
207,207,207,3.417202517913534,CC1(C)C(/C=C/C=C/C=C2N(CCCCC(NCC3=CC=CC(C(F)(F)F)=C3)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,208,0,1,0,O=C(CCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)NCc1ccccc1
208,208,208,3.410554939843766,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1,209,0,1,0,c1ccc2c(c1)Oc1ccccc1C2c1ccc(CN2CCCCC2)cc1
209,209,209,3.396916371945643,COc1ccc(Oc2ccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CCNC(=O)CCl)cc2)cc1,210,0,1,0,[BH2-]1n2c(C=Cc3ccc(Oc4ccccc4)cc3)ccc2C=C2C=CC=[N+]12
210,210,210,3.393009210506543,COc1ccc(Oc2cccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CC[NH3+])c2)cc1,211,0,1,0,[BH2-]1n2c(C=Cc3cccc(Oc4ccccc4)c3)ccc2C=C2C=CC=[N+]12
211,211,211,3.387455946427561,NC1=CC=C2C(OC(C3=C2C4=CC=CC=C4)=C/C(C=C3)=[N+](CCCC)\CCCC)=C1,212,0,1,0,[N+]=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
212,212,212,3.370177772648026,CCCCCCOc1ccc(C=CC2=[N+]3C(=C(c4ccc(NC(C)=O)cc4)c4cccn4[B-]3(F)F)C(C)=C2)cc1,213,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
213,213,213,3.370177772648026,COc1cc(C=CC2=[N+]3C(=C(c4ccc(NC(C)=O)cc4)c4cccn4[B-]3(F)F)C(C)=C2)cc(OC)c1O,214,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
214,214,214,3.365374092154596,Cc1cc(/C=C/c2ccc3c(c2)OC(F)(F)O3)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,215,0,1,0,[BH2-]1n2c(C=Cc3ccc4c(c3)OCO4)ccc2C=C2C=CC=[N+]12
215,215,215,3.343926931,CN(Cc1ccccc1)C1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CCCC5)nn4)n3[B-]2(F)F)C=C1,216,0,1,0,[BH2-]1n2c(ccc2-n2cc(C3CCCC3)nn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
216,216,216,3.340022876042168,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C=C/C5=CC=C(N(C)C)C=C5)C=C4)=CC=C2,217,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=CC=Cc3ccccc3)=[N+]12
217,217,217,3.329192811261147,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(C5=CC=CC6=C5C=CC=C6)N=N4)=CC=C3C(C7=CC=C(OC)C=C7)=C2C=C\1,218,0,1,0,[N+]=c1ccc2c(-c3ccccc3)c3ccc(-n4cc(-c5cccc6ccccc56)nn4)cc3oc-2c1
218,218,218,3.326241501869416,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)c(F)c1,219,0,1,0,c1ccc(C2c3ccccc3Oc3ccccc32)cc1
219,219,219,3.312920707755081,CC1(C)C(/C=C/C=C/C=C2N(CCCCC(NCCC(C)(C)C)=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C4=CC=CC=C41,220,0,1,0,C(=CC=C1Cc2ccccc2N1)C=CC1=[NH+]c2ccccc2C1
220,220,220,3.310830870748147,CCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1,221,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
221,221,221,3.306989293623049,NCCCN(CCC(=O)NCCC(c1ccccc1)c1ccccc1)C(=O)c1ccc(-c2c3ccc(=O)cc-3oc3c4c5c(cc23)CCCN5CCC4)cc1,222,0,1,0,O=C(CCNC(=O)c1ccc(-c2c3ccc(=O)cc-3oc3c4c5c(cc23)CCCN5CCC4)cc1)NCCC(c1ccccc1)c1ccccc1
222,222,222,3.299053447392801,O=C(C)NC(C=C1)=CC=C1C(C2=CC=C(N3C=C(C4CCCC4)N=N3)N2[B-]5(F)F)=C6[N+]5=C(N7CCC(C=CC=C8)=C8C7)C=C6,223,0,1,0,[BH2-]1n2c(ccc2-n2cc(C3CCCC3)nn2)C(c2ccccc2)=C2C=CC(N3CCc4ccccc4C3)=[N+]12
223,223,223,3.272635762845896,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c(F)c1,224,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
224,224,224,3.266749946,Nc1ccc(C2=C3C=CC(NCc4cc(F)cc(F)c4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(C3CCCC3)nn2)cc1,225,0,1,0,[BH2-]1n2c(ccc2-n2cc(C3CCCC3)nn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
225,225,225,3.256931947434263,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OCC)C(OCC)=C5)C=C4)=CC=C2,226,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
226,226,226,3.253167936863438,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(C5=CC=C(CC)C=C5)N=N4)=CC=C3C(C6=CC(C=CC=C7)=C7C=C6)=C2C=C\1,227,0,1,0,[N+]=c1ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(-c5ccccc5)nn4)cc3oc-2c1
227,227,227,3.251949761963349,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC(Br)=CC=C5O)C=C4)=CC=C2,228,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
228,228,228,3.249083855189754,C/[N+](CCNC(C)=O)=C1C=C2OC3=CC(N4C=C(C5=CC=C(CC)C=C5)N=N4)=CC=C3C(C6=CC=C(C7=CC=CC=C7)C=C6)=C2C=C\1,229,0,1,0,[N+]=c1ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(-c5ccccc5)nn4)cc3oc-2c1
229,229,229,3.244273268963064,Nc1ccc2c(c1)Sc1cc(N)ccc1C2c1ccc(F)cc1,230,0,1,0,c1ccc(C2c3ccccc3Sc3ccccc32)cc1
230,230,230,3.243131744,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CCCC4)C=CC2=C3c2ccc(N)cc2)nn1,231,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(N3CCCC3)=[N+]12
231,231,231,3.240261512993324,Cc1cc(/C=C/c2cc(C(C)(C)C)ccc2O)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,232,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
232,232,232,3.23741858,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CCc6ccccc6)nn5)n4[B-]3(F)F)C=C2)c1,233,0,1,0,[BH2-]1n2c(ccc2-n2cc(CCc3ccccc3)nn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
233,233,233,3.236713129,CN(Cc1ccccc1)C1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)n3[B-]2(F)F)C=C1,234,0,1,0,[BH2-]1n2c(ccc2-n2cc(CC3CCCCC3)nn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
234,234,234,3.214775805,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N(C)Cc4ccccc4)C=CC2=C3c2ccc(N)cc2)nn1,235,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
235,235,235,3.208724659953407,CC1(C)C(/C=C/C=C/C=C2N(CCCCC([O-])=O)C(C=CC=C3)=C3C/2(C)C)=[N+](CCCNC(CN(C)C)=O)C4=CC=CC=C41,236,0,1,0,C(=CC=C1Cc2ccccc2N1)C=CC1=[NH+]c2ccccc2C1
236,236,236,3.208559558,Nc1ccc(C2=C3C=CC(N4CCCC4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CO)nn2)cc1,237,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(N3CCCC3)=[N+]12
237,237,237,3.198380988,Nc1ccc(C2=C3C=CC(N4CCCC4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CCc3ccccc3)nn2)cc1,238,0,1,0,[BH2-]1n2c(ccc2-n2cc(CCc3ccccc3)nn2)C(c2ccccc2)=C2C=CC(N3CCCC3)=[N+]12
238,238,238,3.196262484546092,COc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1,239,0,1,0,c1ccc(C2c3ccccc3Sc3ccccc32)cc1
239,239,239,3.167060715,CCCc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(F)cc(F)c4)C=CC2=C3c2ccc(N)cc2)nn1,240,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
240,240,240,3.161778788992909,CC1=CC(/C=C/C2=CC=C(C)C(Cl)=C2)=[N+]3[B-](F)(F)N4C(C(C5=CC=C(NC(CCl)=O)C=C5)=C31)=CC=C4,241,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
241,241,241,3.156821475639803,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)c2c(OC)cccc12,242,0,1,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
242,242,242,3.156642880650942,CC1(C)C(/C=C/C=C/C=C2N(CCCCNC(C3=CC=C(N(CC)CC)C=C3)=O)C(C=CC=C4)=C4C/2(C)C)=[N+](CCCNC(OC(C)(C)C)=O)C5=CC=CC=C51,243,0,1,0,O=C(NCCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)c1ccccc1
243,243,243,3.145139714852216,CCCC(C)c1cn(-c2ccc3c(-c4ccc(F)c(C)c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1,244,0,1,0,[N+]=c1ccc2c(-c3ccccc3)c3ccc(-n4ccnn4)cc3oc-2c1
244,244,244,3.143341019488192,O=C(C)NC(C=C1)=CC=C1C(C2=CC=C(N3C=C(C(CCC)C)N=N3)N2[B-]4(F)F)=C5[N+]4=C(N6CCC(C=CC=C7)=C7C6)C=C5,245,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(N3CCc4ccccc4C3)=[N+]12
245,245,245,3.117730129181457,CC1=CC(/C=C/C2=CC=CC=C2OC3=CC(OC)=CC=C3)=[N+]4[B-](F)(F)N5C(C(C6=CC=C(NC(CCl)=O)C=C6)=C41)=CC=C5,246,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3Oc3ccccc3)=[N+]12
246,246,246,3.110274423621033,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC=C5CC)C=C4)=CC=C2,247,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
247,247,247,3.098962372095249,F[B-]1(F)[N+]2=C(/C=C/C3=CC=CN3C)C=C(C)C2=CC4=CC=C(CCC(OCC(Cl)(Cl)Cl)=O)N14,248,0,1,0,[BH2-]1n2cccc2C=C2C=CC(C=Cc3ccc[nH]3)=[N+]12
248,248,248,3.09889903749448,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(/C=C/C6=CC=CC=C6)C=C5)C=C4)=CC=C2,249,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccc(C=Cc4ccccc4)cc3)=[N+]12
249,249,249,3.095744439347141,Cc1cc(/C=C/c2cc(C(C)(C)C)ccc2O)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F,250,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
250,250,250,3.080021903870949,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)c2ccccc12,251,0,1,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
251,251,251,3.07696299407435,CC1=CC(/C=C/C2=CC(F)=CC=C2OC)=[N+]3[B-](F)(F)N4C(C(C5=CC=C(NC(CCl)=O)C=C5)=C31)=CC=C4,252,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
252,252,252,3.070369215908021,Cc1cc(/C=C/c2ccccc2Oc2ccc(Cl)c(Cl)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,253,0,1,0,[BH2-]1n2c(C=Cc3ccccc3Oc3ccccc3)ccc2C=C2C=CC=[N+]12
253,253,253,3.065118911814508,O=C(C)NC(C=C1)=CC=C1C(C2=CC=C(N3C=C(CC(C)C)N=N3)N2[B-]4(F)F)=C5[N+]4=C(N6CCC(C=CC=C7)=C7C6)C=C5,254,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(N3CCc4ccccc4C3)=[N+]12
254,254,254,3.064568257143355,COc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CC[NH3+],255,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
255,255,255,3.062323794592142,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(F)c(Cl)c1,256,0,1,0,c1ccc(C2c3ccccc3Oc3cc(N4CCCCC4)ccc32)cc1
256,256,256,3.048167433390931,Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F,257,0,1,0,[BH2-]1n2c(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2C=C2C=CC=[N+]12
257,257,257,3.044262051834255,Cc1cc(/C=C/c2ccc(C(C)(C)C)cc2)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F,258,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
258,258,258,3.040999501496457,COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc(Br)c1OC,259,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
259,259,259,3.03520783723458,Cc1cc(/C=C/c2ccc(OC(C)(C)C)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F,260,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
260,260,260,3.025678443096881,Cc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c(Br)c1,261,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
261,261,261,3.020488510058929,COc1cc2ccccc2c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1OC,262,0,1,0,[BH2-]1n2c(C=Cc3cccc4ccccc34)ccc2C=C2C=CC=[N+]12
262,262,262,3.012068113,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(F)cc(F)c4)C=CC2=C3c2ccc(N)cc2)nn1,263,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(NCc3ccccc3)=[N+]12
263,263,263,3.008023615757127,CSc1ccc(C2c3ccc(N)cc3Sc3cc(N)ccc32)cc1,264,0,1,0,c1ccc(C2c3ccccc3Sc3ccccc32)cc1
264,264,264,2.989199915551206,F[B-]1(F)N2C(C(C3=CC=C(NC(C)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=CC=C5C(O)=O)C=C4)=CC=C2,265,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
265,265,265,2.987159222776592,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4ccc(C)c5ccccc45)=[N+]3[B-](F)(F)n3cccc32)cc1,266,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc4ccccc34)=[N+]12
266,266,266,2.979075044536864,CC(=O)Nc1ccc(C2=C3C(C)=CC(C=Cc4cccc(Br)c4)=[N+]3[B-](F)(F)n3cccc32)cc1,267,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
267,267,267,2.979075044536864,COc1cc(C=CC2=[N+]3C(=C(c4ccc(NC(C)=O)cc4)c4cccn4[B-]3(F)F)C(C)=C2)ccc1F,268,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3ccccc3)=[N+]12
268,268,268,2.977619439,CC(C)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CCCC4)C=CC2=C3c2ccc(N)cc2)nn1,269,0,1,0,[BH2-]1n2c(ccc2-n2ccnn2)C(c2ccccc2)=C2C=CC(N3CCCC3)=[N+]12
269,269,269,2.961114508432157,COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])ccc1OCCBr,270,0,1,0,[BH2-]1n2c(C=Cc3ccccc3)ccc2C=C2C=CC=[N+]12
270,270,270,2.94828603459762,CC1=CC(/C=C/C2=C3C=CC=CC3=CC(OC)=C2OC)=[N+](C1=C(C4=CC=C(N)C=C4)c5cccn56)[B-]6(F)F,271,0,1,0,[BH2-]1n2cccc2C(c2ccccc2)=C2C=CC(C=Cc3cccc4ccccc34)=[N+]12
