,SMILES
188,COc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CO)nn4)n3[B-]2(F)F)C=C1
189,CCCc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(OC)ccc4OC)C=CC2=C3c2ccc(N)cc2)nn1
190,Cc1cc(/C=C/c2ccc(N(C)CCO)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
191,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1[N+](=O)[O-]
192,Nc1ccc(C2=C3C=CC(N4CCc5ccccc5C4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(CC3CCCCC3)nn2)cc1
193,CCCCCC(O)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(Nc4ccccc4OC)C=CC2=C3c2ccc(N)cc2)nn1
194,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CO)nn5)n4[B-]3(F)F)C=C2)c1
195,CCCc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(Nc4ccccc4OC)C=CC2=C3c2ccc(N)cc2)nn1
196,CCCC(C)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CC(C)OC(C)C4)C=CC2=C3c2ccc(N)cc2)nn1
197,Cc1ccc(Oc2ccccc2/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1
198,Cc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(CC(C)C)nn4)n3[B-]2(F)F)C=C1
199,Cc1cc(/C=C/c2ccc(F)c(Cl)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
200,CCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1
201,CC(C)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CCc5ccccc5C4)C=CC2=C3c2ccc(N)cc2)nn1
202,CC1CN(C2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(C6CCCC6)nn5)n4[B-]3(F)F)C=C2)CC(C)O1
203,COc1ccc(OC)c(CNC2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CC6CCCCC6)nn5)n4[B-]3(F)F)C=C2)c1
204,Cc1cc(/C=C/c2cccc(I)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
205,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c(Cl)c1OC
206,Cc1cc(/C=C/c2ccc(F)cc2Cl)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
207,CCCC(C)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N(C)Cc4ccccc4)C=CC2=C3c2ccc(N)cc2)nn1
208,Cc1ccc2ccccc2c1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CCNC(=O)CCl
209,CCn1c2ccccc2c2cccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CC[NH3+])c21
210,COc1ccc(-c2ccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CCNC(=O)CCl)o2)cc1Cl
211,CCCC(C)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(N4CCc5ccccc5C4)C=CC2=C3c2ccc(N)cc2)nn1
212,CCCC(C)Cc1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(Nc4ccccc4OC)C=CC2=C3c2ccc(N)cc2)nn1
213,CC1CN(C2=[N+]3C(=C(c4ccc(N)cc4)c4ccc(-n5cc(CO)nn5)n4[B-]3(F)F)C=C2)CC(C)O1
214,Cc1cc(/C=C/c2ccccc2OCc2ccccc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
215,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1
216,Cc1cc(/C=C/c2ccc(F)c(Oc3ccccc3)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
217,COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc(I)c1OC
218,COc1ccccc1NC1=[N+]2C(=C(c3ccc(N)cc3)c3ccc(-n4cc(C5CC5)nn4)n3[B-]2(F)F)C=C1
219,CCCCCC(O)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(OC)ccc4OC)C=CC2=C3c2ccc(N)cc2)nn1
220,C=CCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1
221,CCOc1ccc(OCC)c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1
222,CCN(CC)c1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1
223,Cc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c(C)c1
224,Cc1cc(/C=C/c2ccc(Oc3cccc(Cl)c3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
225,COc1cc(Br)c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1OC
226,COc1ccc(Oc2ccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CCNC(=O)CCl)cc2)cc1
227,Cc1cc(/C=C/c2ccc(-c3ccccc3)c(F)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
228,Cc1cc(/C=C/c2cc(F)ccc2O)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
229,COc1ccc(Oc2cccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4CC[NH3+])c2)cc1
230,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1C
231,Cc1cc(/C=C/c2ccc3c(c2)-c2ccccc2C3)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
232,Cc1cc(/C=C/c2cccc(O)c2Cl)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
233,CCCC(C)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4cc(F)cc(F)c4)C=CC2=C3c2ccc(N)cc2)nn1
234,Cc1cc(/C=C/c2ccc(Oc3ccccc3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
235,Cc1cc(/C=C/c2cccc3c2OCO3)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
236,Cc1cc(/C=C/c2ccc(C(C)(C)C)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
237,Cc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])o1
238,COc1cc(Br)c(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1OC
239,COc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CC[NH3+]
240,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c(OC)c1OC
241,CCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1OCC
242,CCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1OC
243,COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc(Cl)c1OC
244,CCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1
245,Cc1cc(/C=C/c2ccccc2Oc2ccc(Cl)c(Cl)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
246,COc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1F
247,Cc1cc(/C=C/c2ccc3c(c2)OC(F)(F)O3)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
248,CCOc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CC[NH3+]
249,CC(=O)Nc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)cc1
250,Cc1cc(/C=C/c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
251,Cc1cc(/C=C/c2cccc3c2OCO3)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F
252,Cc1cc(/C=C/c2ccc(Br)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
253,Cc1cc(/C=C/c2ccccc2OC(F)(F)F)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
254,Cc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1[N+](=O)[O-]
255,Cc1cc(/C=C/c2cccc3cccnc23)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
256,Cc1cc(/C=C/c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
257,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CCNC(=O)CCl)c(Cl)c1O
258,Cc1cc(/C=C/c2ccc(C(C)C)cc2)n2c1C(CCNC(=O)CCl)=C1C=CC=[N+]1[B-]2(F)F
259,CCCCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])cc1
260,Cc1cc(/C=C/c2ccccc2Oc2ccc(F)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
261,Cc1cc(/C=C/c2ccc(Oc3ccccc3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
262,Cc1cc(/C=C/c2ccc(OCc3ccc(F)cc3)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
263,Cc1cc(/C=C/c2ccc(C)c3ccccc23)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
264,Cc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CCNC(=O)CCl
265,Cc1cc(/C=C/c2ccc(N(C)C)c3ccccc23)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
266,COc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1Cl
267,COc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1Cl
268,Cc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3CC[NH3+])c1C
269,Cc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CC[NH3+]
270,Cc1cc(/C=C/c2ccsc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
271,Cc1cc(/C=C/c2ccc(C#N)cc2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
272,Cc1cc(/C=C/c2cccc(C=O)c2)n2c1C(CC[NH3+])=C1C=CC=[N+]1[B-]2(F)F
273,COC(=O)c1cc(OC)cc(OC)c1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2CC[NH3+]
274,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
275,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C(C)(C)C)nn4)ccc23)cc1
276,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
277,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
278,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
279,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(C(C)(C)C)nn5)ccc34)ccc2c1
280,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C(C)(C)C)nn4)ccc23)cc1C
281,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
282,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
283,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
284,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
285,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(CCC(C)C)nn4)ccc23)cc1
286,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
287,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
288,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
289,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(CCC(C)C)nn5)ccc34)ccc2c1
290,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3c2=CC=C(n2cc(CCC(C)C)nn2)CC=3)cc1C
291,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
292,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
293,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(CCC(C)C)nn4)cc3oc-2c1
294,CCCC(C)c1cn(-c2ccc3c(-c4ccc(N(C)C)cc4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
295,CCCC(C)c1cn(-c2ccc3c(-c4ccc(OC)cc4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
296,CCCC(C)c1cn(-c2ccc3c(-c4ccc(Oc5ccccc5)cc4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
297,CCCC(C)c1cn(-c2ccc3c(-c4ccc5ccccc5c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
298,CCCC(C)c1cn(-c2ccc3c(-c4ccc(-c5ccccc5)cc4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
299,CCCC(C)c1cn(-c2ccc3c(-c4ccc5cc(OC)ccc5c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
300,CCCC(C)c1cn(-c2ccc3c(-c4cc(C)c(OC)c(C)c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
301,CCCC(C)c1cn(-c2ccc3c(-c4ccc(F)c(C)c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
302,CCCC(C)c1cn(-c2ccc3c(-c4cccc(CN5CCOCC5)c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
303,CCCC(C)c1cn(-c2ccc3c(-c4cccc(CN5CCCCC5)c4)c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc3c2)nn1
304,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
305,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C5CC5)nn4)ccc23)cc1
306,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
307,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
308,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
309,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(C6CC6)nn5)ccc34)ccc2c1
310,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C5CC5)nn4)ccc23)cc1C
311,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
312,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
313,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C5CC5)nn4)cc3oc-2c1
314,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
315,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C5CCCC5)nn4)ccc23)cc1
316,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
317,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
318,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
319,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(C6CCCC6)nn5)ccc34)ccc2c1
320,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C5CCCC5)nn4)ccc23)cc1C
321,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
322,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
323,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C5CCCC5)nn4)cc3oc-2c1
324,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
325,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C5CCCCC5)nn4)ccc23)cc1
326,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
327,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
328,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
329,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(C6CCCCC6)nn5)ccc34)ccc2c1
330,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(C5CCCCC5)nn4)ccc23)cc1C
331,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
332,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
333,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C5CCCCC5)nn4)cc3oc-2c1
334,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
335,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(CC5CCCC5)nn4)ccc23)cc1
336,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
337,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
338,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
339,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(CC6CCCC6)nn5)ccc34)ccc2c1
340,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(CC5CCCC5)nn4)ccc23)cc1C
341,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
342,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
343,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(CC5CCCC5)nn4)cc3oc-2c1
344,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(N(C)C)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
345,COc1ccc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(CC5CCCCC5)nn4)ccc23)cc1
346,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
347,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
348,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
349,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCNC(C)=O)cc-4oc4cc(-n5cc(CC6CCCCC6)nn5)ccc34)ccc2c1
350,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCNC(C)=O)cc-3oc3cc(-n4cc(CC5CCCCC5)nn4)ccc23)cc1C
351,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3ccc(F)c(C)c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
352,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
353,CC(=O)NCCC/[N+](C)=c1\ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(CC5CCCCC5)nn4)cc3oc-2c1
354,CN(C)c1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C(C)(C)C)nn4)ccc23)cc1
355,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C(C)(C)C)nn4)ccc23)cc1
356,C/[N+](CCCN)=c1/ccc2c(-c3ccc(Oc4ccccc4)cc3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
357,C/[N+](CCCN)=c1/ccc2c(-c3ccc4ccccc4c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
358,C/[N+](CCCN)=c1/ccc2c(-c3ccc(-c4ccccc4)cc3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
359,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(C(C)(C)C)nn5)ccc34)ccc2c1
360,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C(C)(C)C)nn4)ccc23)cc1C
361,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(C(C)(C)C)nn4)ccc23)ccc1F
362,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
363,C/[N+](CCCN)=c1/ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(-n4cc(C(C)(C)C)nn4)cc3oc-2c1
364,CC(C)CCc1cn(-c2ccc3c(-c4ccc(N(C)C)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
365,COc1ccc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CCC(C)C)nn4)ccc23)cc1
366,CC(C)CCc1cn(-c2ccc3c(-c4ccc(Oc5ccccc5)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
367,CC(C)CCc1cn(-c2ccc3c(-c4ccc5ccccc5c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
368,CC(C)CCc1cn(-c2ccc3c(-c4ccc(-c5ccccc5)cc4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
369,COc1ccc2cc(-c3c4cc/c(=[N+](/C)CCCN)cc-4oc4cc(-n5cc(CCC(C)C)nn5)ccc34)ccc2c1
370,COc1c(C)cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CCC(C)C)nn4)ccc23)cc1C
371,Cc1cc(-c2c3cc/c(=[N+](/C)CCCN)cc-3oc3cc(-n4cc(CCC(C)C)nn4)ccc23)ccc1F
372,CC(C)CCc1cn(-c2ccc3c(-c4cccc(CN5CCOCC5)c4)c4cc/c(=[N+](/C)CCCN)cc-4oc3c2)nn1
