,SMILES
570,COCc1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
571,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C[Si](C)(C)C)nn5)cc4OC3=C2)CC1
572,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C6(O)CCCC6)nn5)cc4OC3=C2)CC1
573,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(O)c6ccccc6)nn5)cc4OC3=C2)CC1
574,CCCCCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
575,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CO)nn5)cc4OC3=C2)CC1
576,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C6CCCCC6)nn5)cc4OC3=C2)CC1
577,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C[Si](C)(C)C)nn5)cc4OC3=C2)CC1
578,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(Cc6cccc7c6C(=O)NC7=O)nn5)cc4OC3=C2)CC1
579,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(C)(O)CC(C)C)nn5)cc4OC3=C2)CC1
580,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(C)O)nn5)cc4OC3=C2)CC1
581,CCCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
582,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(O)CC(C)C)nn5)cc4OC3=C2)CC1
583,CCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
584,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccccc6CO)nn5)cc4OC3=C2)CC1
585,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(C)(O)c6cccc(F)c6)nn5)cc4OC3=C2)CC1
586,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(C)(O)c6ccc(F)cc6)nn5)cc4OC3=C2)CC1
587,CCC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
588,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(C(C)(C)O)nn5)cc4OC3=C2)CC1
589,CC(=O)N1CCC=CC2C=C3Oc4cc(-n5cc(C(C)(O)c6ccccc6)nn5)ccc4C(=O)C3N2CC1
590,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(CC(C)O)nn5)cc4OC3=C2)CC1
591,CCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCN(C(C)=O)CC4)C=CC2C3=O)nn1
592,CC(=O)N1CCC=CC2C=C3Oc4cc(-n5cc(C(C)(O)c6ccccc6F)nn5)ccc4C(=O)C3N2CC1
593,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6ccc(C)cc6)nn5)cc4OC3=C2)CC1
594,CC(=O)N1CCN(C2C=CC3C(=O)c4ccc(-n5cc(-c6cccc(C)c6)nn5)cc4OC3=C2)CC1
595,CC(C)(C)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
596,CN(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
597,CCCC(C)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
598,O=C1c2ccc(-n3cc(C4CC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
599,O=C1c2ccc(-n3cc(C4CCCC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
600,O=C1c2ccc(-n3cc(CC4CCCC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
601,O=C1c2ccc(-n3cc(CC4CCCCC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
602,O=C1c2ccc(-n3cc(-c4ccccc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
603,Cc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
604,CC(C)(C)c1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
605,CCCCCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
606,CN(C)c1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
607,COc1cc(OC)cc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)c1
608,O=C1c2ccc(-n3cc(-c4ccc(OC(F)(F)F)cc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
609,O=C1c2ccc(-n3cc(-c4ccc(F)c(F)c4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
610,O=C1c2ccc(-n3cc(COc4ccccc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
611,CN(Cc1ccccc1)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
612,O=C1c2ccc(-n3cc(CCc4ccccc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
613,O=C1c2ccc(-n3cc(-c4ccc(Oc5ccccc5)cc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
614,O=C1c2ccc(-n3cc(-c4cccc5ccccc45)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
615,COc1ccc2cc(-c3cn(-c4ccc5c(c4)OC4=CC(N6CCNCC6)C=CC4C5=O)nn3)ccc2c1
616,O=C1c2ccc(-n3cc(-c4cc5ccccc5c5ccccc45)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
617,Cc1ccc(C)c(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)c1
618,O=C1c2ccc(-n3cc(-c4ccc(F)cc4F)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
619,COc1cccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)c1
620,Cc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
621,CCCCCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
622,O=C1c2ccc(-n3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
623,O=C1c2ccc(-n3cc(-c4cccc(F)c4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
624,Cc1cc(C)c(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1C
625,COc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)c(C)c1
626,COc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
627,O=C1c2ccc(-n3cc(-c4ccccc4F)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
628,CC(C)CCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
629,O=C1c2ccc(-n3cc(C4=CCCCC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
630,O=C1c2ccc(-n3cc(-c4ccc(Cl)c(Cl)c4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
631,COc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
632,O=C1c2ccc(-n3cc(Cc4ccccc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
633,CCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
634,CCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
635,CC(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
636,CCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
637,Cc1ccccc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
638,CCc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
639,CCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
640,CCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
641,CCCCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
642,CCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
643,CCCCCCCCCCCCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
644,N#Cc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
645,Cn1cncc1-c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
646,O=C1c2ccc(-n3cc(-c4ccccn4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
647,O=C1c2ccc(-n3cc(CBr)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
648,O=C1c2ccc(-n3cc(-c4ccc([N+](=O)[O-])cc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
649,O=C1c2ccc(-n3cc(-c4ccccn4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
650,COCc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
651,C[Si](C)(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
652,O=C1c2ccc(-n3cc(C4(O)CCCC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
653,O=C1c2ccc(-n3cc(C(O)c4ccccc4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
654,CCCCCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
655,O=C1c2ccc(-n3cc(CO)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
656,O=C1c2ccc(-n3cc(C4CCCCC4)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
657,C[Si](C)(C)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
658,O=C1NC(=O)c2c(Cc3cn(-c4ccc5c(c4)OC4=CC(N6CCNCC6)C=CC4C5=O)nn3)cccc21
659,CC(C)CC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
660,CC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
661,CCCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
662,CC(C)CC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
663,CCCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
664,O=C1c2ccc(-n3cc(-c4ccccc4CO)nn3)cc2OC2=CC(N3CCNCC3)C=CC12
665,CC(O)(c1cccc(F)c1)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
666,CC(O)(c1ccc(F)cc1)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
667,CCC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
668,CC(C)(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
669,CC(O)(c1ccccc1)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
670,CC(O)Cc1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
671,CCC(O)c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1
672,CC(O)(c1cn(-c2ccc3c(c2)OC2=CC(N4CCNCC4)C=CC2C3=O)nn1)c1ccccc1F
673,Cc1ccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)cc1
674,Cc1cccc(-c2cn(-c3ccc4c(c3)OC3=CC(N5CCNCC5)C=CC3C4=O)nn2)c1
675,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)cc1
676,CN(C)c1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1
677,COc1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1
678,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
679,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
680,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(-c2ccc(Cl)s2)cc1
681,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2ccccc2c1
682,CSc1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1
683,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
684,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
685,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
686,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
687,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2ccccc2c1
688,CC(C)(C)c1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1
689,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccccc1
690,Cc1cc(C)cc(C2c3ccc(N)cc3Oc3cc(N)ccc32)c1
691,COc1cccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)c1
692,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(F)c1
693,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(Cl)c1
694,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
695,Nc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
696,Cc1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1
697,COc1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1OC
698,COc1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1F
699,COc1ccc(C2c3ccc(N)cc3Oc3cc(N)ccc32)cc1F
700,Cc1cc(C2c3ccc(N)cc3Oc3cc(N)ccc32)ccc1F
701,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)cc1
702,CN(C)c1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1
703,COc1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1
704,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
705,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
706,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Cl)s1
707,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2ccccc2c1
708,CSc1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1
709,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
710,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
711,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
712,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
713,COc1ccc2cc(C3c4ccc(N)cc4Oc4cc(N(C)C)ccc43)ccc2c1
714,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C(C)(C)C)cc1
715,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccccc1
716,Cc1cc(C)cc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)c1
717,COc1cccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)c1
718,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2c(c1)OCO2
719,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(F)c1
720,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(Cl)c1
721,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
722,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
723,Cc1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1
724,COc1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1OC
725,COc1c(C)cc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1C
726,COc1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1F
727,Cc1cc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)ccc1F
728,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccs1
729,CCCc1ccc(C2c3ccc(N)cc3Oc3cc(N(C)C)ccc32)cc1
730,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
731,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
732,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
733,CN(C)c1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
734,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(F)cc1
735,CN(C)c1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1
736,COc1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1
737,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(Oc2ccccc2)cc1
738,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(OC2CCCCO2)cc1
739,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(Cl)s1
740,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc2ccccc2c1
741,CSc1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1
742,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(-c2ccccc2)cc1
743,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(F)c(Cl)c1
744,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cc2ccccc2c2ccccc12
745,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cc(F)c(F)c(F)c1
746,COc1ccc2cc(C3c4ccc(N)cc4Oc4cc(N5CCCCC5)ccc43)ccc2c1
747,CC(C)(C)c1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1
748,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccccc1
749,Cc1cc(C)cc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)c1
750,COc1cccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)c1
751,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc2c(c1)OCO2
752,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cccc(F)c1
753,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cccc(Cl)c1
754,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(C2OCCCO2)cc1
755,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
756,Cc1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1
757,COc1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1OC
758,COc1c(C)cc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1C
759,COc1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1F
760,Cc1cc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)ccc1F
761,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cccs1
762,CCCc1ccc(C2c3ccc(N)cc3Oc3cc(N4CCCCC4)ccc32)cc1
763,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cccc(CN2CCOCC2)c1
764,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1cccc(CN2CCCCC2)c1
765,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(CN2CCCCC2)cc1
766,Nc1ccc2c(c1)Oc1cc(N3CCCCC3)ccc1C2c1ccc(CN2CCCC2)cc1
767,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(F)cc1
768,CN(C)c1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1
769,COc1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1
770,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
771,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
772,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(Cl)s1
773,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc2ccccc2c1
774,CSc1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1
775,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
776,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(F)c(Cl)c1
777,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
778,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
779,COc1ccc2cc(C3c4ccc(N)cc4N(C)c4cc(N(C)C)ccc43)ccc2c1
780,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(C(C)(C)C)cc1
781,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccccc1
782,Cc1cc(C)cc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)c1
783,COc1cccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)c1
784,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc2c(c1)OCO2
785,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cccc(F)c1
786,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cccc(Cl)c1
787,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(C2OCCCO2)cc1
788,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(CN2CCC3(CC2)OCCO3)cc1
789,Cc1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1
790,COc1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1OC
791,COc1c(C)cc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1C
792,COc1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1F
793,Cc1cc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)ccc1F
794,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cccs1
795,CCCc1ccc(C2c3ccc(N)cc3N(C)c3cc(N(C)C)ccc32)cc1
796,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cccc(CN2CCOCC2)c1
797,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1cccc(CN2CCCCC2)c1
798,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(CN2CCCCC2)cc1
799,CN(C)c1ccc2c(c1)N(C)c1cc(N)ccc1C2c1ccc(CN2CCCC2)cc1
800,Nc1ccc2c(c1)Oc1cc(O)ccc1C2c1ccc(Oc2ccccc2)cc1
801,Nc1ccc2c(c1)Oc1cc(O)ccc1C2c1ccc2ccccc2c1
802,CSc1ccc(C2c3ccc(N)cc3Oc3cc(O)ccc32)cc1
803,CC(C)(C)c1ccc(C2c3ccc(N)cc3Oc3cc(O)ccc32)cc1
804,Cc1cc(C)cc(C2c3ccc(N)cc3Oc3cc(O)ccc32)c1
805,Nc1ccc2c(c1)Oc1cc(O)ccc1C2c1ccc2c(c1)OCO2
806,Cc1cc(C2c3ccc(N)cc3Oc3cc(O)ccc32)ccc1F
807,Nc1ccc2c(c1)Oc1cc(O)ccc1C2c1ccc(-c2ccccc2)cc1
808,COc1ccc2cc(C3c4ccc(N)cc4Oc4cc(O)ccc43)ccc2c1
809,Cc1ccc(C2c3ccc(N)cc3Oc3cc(O)ccc32)cc1
810,COc1ccc(C2c3ccc(N)cc3Oc3cc(O)ccc32)cc1F
811,CCCc1ccc(C2c3ccc(N)cc3Oc3cc(O)ccc32)cc1
812,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)cc1
813,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(N(C)C)cc1
814,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC)cc1
815,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Oc2ccccc2)cc1
816,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(OC2CCCCO2)cc1
817,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(Cl)s1
818,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2ccccc2c1
819,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(SC)cc1
820,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(-c2ccccc2)cc1
821,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(F)c(Cl)c1
822,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cc2ccccc2c2ccccc12
823,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(F)c(F)c(F)c1
824,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2cc(OC)ccc2c1
825,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc(C(C)(C)C)cc1
826,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccccc1
827,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cc(C)cc(C)c1
828,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1cccc(OC)c1
829,CCNc1ccc2c(c1)Oc1cc(N)ccc1C2c1ccc2c(c1)OCO2
