COL1,COL2,SMILES
,D10,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CCc4ccccn4)nc(COc4ccc(CCN)cc4)n3)cccc12
,D11,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CCc4ccccc4)nc(COc4ccc(CCN)cc4)n3)cccc12
,E2,CCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(F)c2)n1
,E3,CC(C)c1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(F)c2)n1
,E4,CCCCCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(F)c2)n1
,e5,CC1CCC(c2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(NCc3cccc(F)c3)n2)CC1
,E6,CC1CCCCC1c1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(F)c2)n1
,E7,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CC4CCCCC4)nc(NCc4cccc(F)c4)n3)cccc12
,E8,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(NCc4cccc(F)c4)nc(C4CCCCC4)n3)cccc12
,E9,CC(C)CCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(F)c2)n1
,E10,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CCc4ccccn4)nc(NCc4cccc(F)c4)n3)cccc12
,E11,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CCc4ccccc4)nc(NCc4cccc(F)c4)n3)cccc12
,F2,CCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCCC(c2ccccc2)c2ccccc2)n1
,F3,CC(C)c1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCCC(c2ccccc2)c2ccccc2)n1
,F4,CCCCCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCCC(c2ccccc2)c2ccccc2)n1
,F5,CC1CCC(c2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(NCCC(c3ccccc3)c3ccccc3)n2)CC1
,F6,CC1CCCCC1c1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCCC(c2ccccc2)c2ccccc2)n1
,F7,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CC4CCCCC4)nc(NCCC(c4ccccc4)c4ccccc4)n3)cccc12
,F8,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(NCCC(c4ccccc4)c4ccccc4)nc(C4CCCCC4)n3)cccc12
,F9,CC(C)CCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCCC(c2ccccc2)c2ccccc2)n1
,F10,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CCc4ccccn4)nc(NCCC(c4ccccc4)c4ccccc4)n3)cccc12
,F11,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCNc3nc(CCc4ccccc4)nc(NCCC(c4ccccc4)c4ccccc4)n3)cccc12
,G2,CCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2ccc(C)cc2)n1
,G3,Cc1ccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C(C)C)n2)cc1
,G4,CCCCCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2ccc(C)cc2)n1
,G5,Cc1ccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C3CCC(C)CC3)n2)cc1
,G6,Cc1ccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C3CCCCC3C)n2)cc1
,G7,Cc1ccc(CNc2nc(CC3CCCCC3)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)cc1
,G8,Cc1ccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C3CCCCC3)n2)cc1
,G9,Cc1ccc(CNc2nc(CCC(C)C)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)cc1
,G10,Cc1ccc(CNc2nc(CCc3ccccn3)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)cc1
,G11,Cc1ccc(CNc2nc(CCc3ccccc3)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)cc1
,H2,CCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(OC)c2OC)n1
,H3,COc1cccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C(C)C)n2)c1OC
,H4,CCCCCCc1nc(NCCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc(NCc2cccc(OC)c2OC)n1
,H5,COc1cccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C3CCC(C)CC3)n2)c1OC
,H6,COc1cccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C3CCCCC3C)n2)c1OC
,H7,COc1cccc(CNc2nc(CC3CCCCC3)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)c1OC
,H8,COc1cccc(CNc2nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)nc(C3CCCCC3)n2)c1OC
,H9,COc1cccc(CNc2nc(CCC(C)C)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)c1OC
,H10,COc1cccc(CNc2nc(CCc3ccccn3)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)c1OC
,H11,COc1cccc(CNc2nc(CCc3ccccc3)nc(NCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)n2)c1OC
CT,A2,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCc4ccccc4)nc(NC4CCCC4)n3)cc2)cc1
,A3,COc1cc(CNc2nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)nc(NC3CCCC3)n2)cc(OC)c1
,A4,CCCCCCCNc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1
,A5,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCCc4ccccc4)nc(NC4CCCC4)n3)cc2)cc1
,A6,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4)nc(NC4CCCC4)n3)cc2)cc1
,A7,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4F)nc(NC4CCCC4)n3)cc2)cc1
,A8,COc1ccc(CNc2nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)nc(NC3CCCC3)n2)cc1
,A9,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCC4CCCCC4)nc(NC4CCCC4)n3)cc2)cc1
,A10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,A11,COc1ccc(CCNc2nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)nc(NC3CCCC3)n2)cc1
,A12,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCC4CC4)nc(NC4CCCC4)n3)cc2)cc1
,B2,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCc4ccccc4)nc(NCCN4CCCCC4)n3)cc2)cc1
,B3,COc1cc(CNc2nc(NCCN3CCCCC3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc(OC)c1
,B4,CCCCCCCNc1nc(NCCN2CCCCC2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,B5,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCCc4ccccc4)nc(NCCN4CCCCC4)n3)cc2)cc1
,B6,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCCCC4)nc(NCc4ccccc4)n3)cc2)cc1
,B7,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCCCC4)nc(NCc4ccccc4F)n3)cc2)cc1
,B8,COc1ccc(CNc2nc(NCCN3CCCCC3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,B9,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCCCC4)nc(NCC4CCCCC4)n3)cc2)cc1
,B10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,B11,COc1ccc(CCNc2nc(NCCN3CCCCC3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,B12,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCCCC4)nc(NCC4CC4)n3)cc2)cc1
,C2,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCc4ccccc4)nc(NCCN4CCOCC4)n3)cc2)cc1
,C3,COc1cc(CNc2nc(NCCN3CCOCC3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc(OC)c1
,C4,CCCCCCCNc1nc(NCCN2CCOCC2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,C5,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCCc4ccccc4)nc(NCCN4CCOCC4)n3)cc2)cc1
,C6,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCOCC4)nc(NCc4ccccc4)n3)cc2)cc1
,C7,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCOCC4)nc(NCc4ccccc4F)n3)cc2)cc1
,C8,COc1ccc(CNc2nc(NCCN3CCOCC3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,C9,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCOCC4)nc(NCC4CCCCC4)n3)cc2)cc1
,C10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,C11,COc1ccc(CCNc2nc(NCCN3CCOCC3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,C12,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCN4CCOCC4)nc(NCC4CC4)n3)cc2)cc1
,D2,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCc4ccccc4)nc(NCc4ccccc4Cl)n3)cc2)cc1
,D3,COc1cc(CNc2nc(NCc3ccccc3Cl)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc(OC)c1
,D4,CCCCCCCNc1nc(NCc2ccccc2Cl)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,D5,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCCc4ccccc4)nc(NCc4ccccc4Cl)n3)cc2)cc1
,D6,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4)nc(NCc4ccccc4Cl)n3)cc2)cc1
,D7,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4F)nc(NCc4ccccc4Cl)n3)cc2)cc1
,D8,COc1ccc(CNc2nc(NCc3ccccc3Cl)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,D9,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4Cl)nc(NCC4CCCCC4)n3)cc2)cc1
,D10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,D11,COc1ccc(CCNc2nc(NCc3ccccc3Cl)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,D12,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4Cl)nc(NCC4CC4)n3)cc2)cc1
,E2,CCCCN(CCCC)CCNc1nc(NCCc2ccccc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E3,CCCCN(CCCC)CCNc1nc(NCc2cc(OC)cc(OC)c2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E4,CCCCCCCNc1nc(NCCN(CCCC)CCCC)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E5,CCCCN(CCCC)CCNc1nc(NCCCc2ccccc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E6,CCCCN(CCCC)CCNc1nc(NCc2ccccc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E7,CCCCN(CCCC)CCNc1nc(NCc2ccccc2F)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E8,CCCCN(CCCC)CCNc1nc(NCc2ccc(OC)cc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E9,CCCCN(CCCC)CCNc1nc(NCC2CCCCC2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,E11,CCCCN(CCCC)CCNc1nc(NCCc2ccc(OC)cc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,E12,CCCCN(CCCC)CCNc1nc(NCC2CC2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,F2,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCc4ccccc4)nc(NCc4ccccn4)n3)cc2)cc1
,F3,COc1cc(CNc2nc(NCc3ccccn3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc(OC)c1
,F4,CCCCCCCNc1nc(NCc2ccccn2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,F5,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCCCc4ccccc4)nc(NCc4ccccn4)n3)cc2)cc1
,F6,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccc4)nc(NCc4ccccn4)n3)cc2)cc1
,F7,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccn4)nc(NCc4ccccc4F)n3)cc2)cc1
,F8,COc1ccc(CNc2nc(NCc3ccccn3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,F9,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccn4)nc(NCC4CCCCC4)n3)cc2)cc1
,F10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,F11,COc1ccc(CCNc2nc(NCc3ccccn3)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,F12,CN(CCO)c1ccc(C(=O)/C=C/c2ccc(Nc3nc(NCc4ccccn4)nc(NCC4CC4)n3)cc2)cc1
,G2,CC(C)CCNc1nc(NCCc2ccccc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,G3,COc1cc(CNc2nc(NCCC(C)C)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc(OC)c1
,G4,CCCCCCCNc1nc(NCCC(C)C)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,G5,CC(C)CCNc1nc(NCCCc2ccccc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,G6,CC(C)CCNc1nc(NCc2ccccc2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,G7,CC(C)CCNc1nc(NCc2ccccc2F)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,G8,COc1ccc(CNc2nc(NCCC(C)C)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,G9,CC(C)CCNc1nc(NCC2CCCCC2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
,G10,CC(Nc1nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)nc(NC2CCCC2)n1)c1ccccc1
,G11,COc1ccc(CCNc2nc(NCCC(C)C)nc(Nc3ccc(/C=C/C(=O)c4ccc(N(C)CCO)cc4)cc3)n2)cc1
,G12,CC(C)CCNc1nc(NCC2CC2)nc(Nc2ccc(/C=C/C(=O)c3ccc(N(C)CCO)cc3)cc2)n1
COR,A2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CCCCCCCCCCCCC)=O)=C1
,A3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CC3=CC(OCO4)=C4C=C3)=O)=C1
,A4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CCCCCCCCCCCCCCCCC)=O)=C1
,A5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CC(C)C3=CC=CC=C3)=O)=C1
,A6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CCC(C)(C)C)=O)=C1
,A7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CCC(C3=CC=CC=C3)C4=CC=CC=C4)=O)=C1
,A8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CC3=C(C)C=CC=C3)=O)=C1
,A9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)CC3=C(OCC)C=CC=C3)=O)=C1
,A10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN)C3CCN(CC4=CC=CC=C4)CC3)=O)=C1
,A11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(OC)C(OC)=CC=C3)CCCN)=O)=C1
,B2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCC3=CC=CC=C3)CCCN)=O)=C1
,B3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(Cl)C=CC=C3Cl)CCCN)=O)=C1
,B4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C(F)C=C3)CCCN)=O)=C1
,B5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCOC)CCCN)=O)=C1
,B6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCOC)CCCN)=O)=C1
,B7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCOC)CCCN)=O)=C1
,b8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(OC)C=CC(OC)=C3)CCCN)=O)=C1
,B9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(C(C)CCC)CCCN)=O)=C1
,B10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCOC(CC)CCCC)CCCN)=O)=C1
,B11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=C(F)C=C3)CCCN)=O)=C1
,C2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC(F)=CC=C3)CCCN)=O)=C1
,C3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=C(Cl)C=C3)CCCN)=O)=C1
,C4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC(CC)CCCC)CCCN)=O)=C1
,C5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=C(C4=CC=CC=C4)C=C3)CCCN)=O)=C1
,C6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC(OC)=CC(OC)=C3)CCCN)=O)=C1
,C7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC(OC)=C(OC)C=C3)CCCN)=O)=C1
,C8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=CC=C3OC)CCCN)=O)=C1
,C9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCOC(C)C)CCCN)=O)=C1
,C10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(C(CCCC3=CC=CC=C3)C)CCCN)=O)=C1
,C11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCCC)CCCN)=O)=C1
,D2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(Br)C=CC=C3)CCCN)=O)=C1
,D3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCC3=CC=CC=C3)CCCN)=O)=C1
,D4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(OC)C=C(OC)C=C3OC)CCCN)=O)=C1
,D5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(F)C(F)=CC=C3)CCCN)=O)=C1
,D6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(OC)C=C(OC)C=C3)CCCN)=O)=C1
,D7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C([N+]([O-])=O)C=C3)CCCN)=O)=C1
,D8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(Cl)C=CC=C3)CCCN)=O)=C1
,D9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCC)CCCN)=O)=C1
,D10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=CC=C3)CCCN)=O)=C1
,D11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=C(OC)C=C3)CCCN)=O)=C1
,E2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3CCCCC3)CCCN)=O)=C1
,E3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC(OC)=CC=C3)CCCN)=O)=C1
,E4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(OC)C=CC=C3)CCCN)=O)=C1
,e5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(C(C)C3=CC=C(F)C=C3)CCCN)=O)=C1
,E6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C(OC)C=C3)CCCN)=O)=C1
,E7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C(C)C=C3)CCCN)=O)=C1
,E8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=CC(C)=C3)CCCN)=O)=C1
,E9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C(F)C=C3F)CCCN)=O)=C1
,E10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=CC(Cl)=C3)CCCN)=O)=C1
,E11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=CC(F)=C3)CCCN)=O)=C1
,F2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC(F)=CC(F)=C3)CCCN)=O)=C1
,F3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN3C(C)CCCC3)CCCN)=O)=C1
,F4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCC)CCCN)=O)=C1
,F5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCN(CC)CC)CCCN)=O)=C1
,F6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(C(CC)CC)CCCN)=O)=C1
,F7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCN(C)C)CCCN)=O)=C1
,F8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3CCC(C)CC3)CCCN)=O)=C1
,F9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC(C)C)CCCN)=O)=C1
,F10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC(F)=C(F)C=C3)CCCN)=O)=C1
,F11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=CC=C3F)CCCN)=O)=C1
,G2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C(C)C=C3)CCCN)=O)=C1
,G3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=CC=C3Cl)CCCN)=O)=C1
,G4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)CCCN)=O)=C1
,G5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=C(C(C)(C)C)C=C3)CCCN)=O)=C1
,G6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(Cl)C=C(Cl)C=C3)CCCN)=O)=C1
,G7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC(C3=CC=CC=C3)C4=CC=CC=C4)CCCN)=O)=C1
,G8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCCCCC)CCCN)=O)=C1
,G9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCCCCCCC)CCCN)=O)=C1
,G10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=C(Br)C=C3)CCCN)=O)=C1
,G11,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC(C)CC)CCCN)=O)=C1
,H2,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3CC3)CCCN)=O)=C1
,H3,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCCCCCCCC)CCCN)=O)=C1
,H4,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCCCCCCCCCCCCC)CCCN)=O)=C1
,H5,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCC3=CC=CC=C3C4=CC=CC=C4)CCCN)=O)=C1
,H6,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(C(C)CC(C)C)CCCN)=O)=C1
,H7,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(F)C=C(Cl)C=C3)CCCN)=O)=C1
,H8,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=C(F)C=C(Br)C=C3)CCCN)=O)=C1
,H9,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CC3=CC=C(S(C)(=O)=O)C=C3)CCCN)=O)=C1
,H10,O=C1OC2=CC(N(C)C)=CC=C2C(C(N(CCCCCCCC\C=C/CCCCCCCCC)CCCN)=O)=C1
